celebrity_name,ballroom_partner,season,placement,results,week,total_score,n_judges,max_score,normalized,pct
Danica McKellar,Valentin Chmerkovskiy,18,6,Eliminated Week 8,3,36.0,4,40,0.9,90.0
James Maslow,Peta Murgatroyd,18,4,Eliminated Week 10,3,36.0,4,40,0.9,90.0
Candace Cameron Bure,Mark Ballas,18,3,3rd Place,3,32.0,4,40,0.8,80.0
Charlie White,Sharna Burgess,18,5,Eliminated Week 9,3,36.0,4,40,0.9,90.0
Amy Purdy,Derek Hough,18,2,2nd Place,3,36.0,4,40,0.9,90.0
Meryl Davis,Maksim Chmerkoskiy,18,1,1st Place,3,39.0,4,40,0.975,97.5
Drew Carey,Cheryl Burke,18,8,Eliminated Week 6,3,30.0,4,40,0.75,75.0
Cody Simpson,Witney Carson,18,9,Eliminated Week 5,3,35.0,4,40,0.875,87.5
NeNe Leakes,Tony Dovolani,18,7,Eliminated Week 7,3,31.0,4,40,0.775,77.5
Antonio Sabato Jr.,Cheryl Burke,19,8,Eliminated Week 7,3,29.0,4,40,0.725,72.5
Jonathan Bennett,Allison Holker,19,9,Eliminated Week 6,3,32.0,4,40,0.8,80.0
Lea Thompson,Artem Chigvintsev,19,6,Eliminated Week 9,3,31.0,4,40,0.775,77.5
Janel Parrish,Valentin Chmerkovskiy,19,3,3rd Place,3,40.0,4,40,1.0,100.0
Alfonso Ribeiro,Witney Carson,19,1,1st Place,3,32.0,4,40,0.8,80.0
Randy Couture,Karina Smirnoff,19,11,Eliminated Week 3,3,26.0,4,40,0.65,65.0
Tommy Chong,Peta Murgatroyd,19,5,Eliminated Week 10,3,34.0,4,40,0.85,85.0
Betsey Johnson,Tony Dovolani,19,10,Eliminated Week 4,3,29.0,4,40,0.725,72.5
Michael Waltrip,Emma Slater,19,7,Eliminated Week 8,3,28.0,4,40,0.7,70.0
Bethany Mota,Derek Hough,19,4,Eliminated Week 11,3,40.0,4,40,1.0,100.0
Sadie Robertson,Mark Ballas,19,2,2nd Place,3,32.0,4,40,0.8,80.0
Suzanne Somers,Tony Dovolani,20,9,Eliminated Week 5,3,25.0,4,40,0.625,62.5
Willow Shields,Mark Ballas,20,7,Eliminated Week 7,3,32.0,4,40,0.8,80.0
Riker Lynch,Allison Holker,20,2,2nd Place,3,34.0,4,40,0.85,85.0
Rumer Willis,Valentin Chmerkovskiy,20,1,1st Place,3,33.0,4,40,0.825,82.5
Nastia Liukin,Derek Hough,20,4,Eliminated Week 9,3,34.0,4,40,0.85,85.0
Michael Sam,Peta Murgatroyd,20,10,Eliminated Week 4,3,24.0,4,40,0.6,60.0
Robert Herjavec,Kym Johnson,20,6,Eliminated Week 8,3,29.0,4,40,0.725,72.5
Charlotte McKinney,Keo Motsepe,20,11,Eliminated Week 3,3,22.0,4,40,0.55,55.0
Noah Galloway,Sharna Burgess,20,3,3rd Place,3,30.0,4,40,0.75,75.0
Patti LaBelle,Artem Chigvintsev,20,8,Eliminated Week 6,3,22.0,4,40,0.55,55.0
Chris Soules,Witney Carson,20,5,Eliminated Week 8,3,28.0,4,40,0.7,70.0
Gary Busey,Anna Trebunskaya,21,10,Eliminated Week 4,3,25.0,4,40,0.625,62.5
Alexa PenaVega,Mark Ballas,21,6,Eliminated Week 9,3,36.0,4,40,0.9,90.0
Carlos PenaVega,Witney Carson,21,4,Eliminated Week 11,3,31.0,4,40,0.775,77.5
Alek Skarlatos,Lindsay Arnold,21,3,3rd Place,3,33.0,4,40,0.825,82.5
Andy Grammer,Allison Holker,21,7,Eliminated Week 8,3,29.0,4,40,0.725,72.5
Tamar Braxton,Valentin Chmerkovskiy,21,5,Withdrew,3,33.0,4,40,0.825,82.5
Nick Carter,Sharna Burgess,21,2,2nd Place,3,36.0,4,40,0.9,90.0
Hayes Grier,Emma Slater,21,8,Eliminated Week 7,3,30.0,4,40,0.75,75.0
Bindi Irwin,Derek Hough,21,1,1st Place,3,32.0,4,40,0.8,80.0
Paula Deen,Louis van Amstel,21,9,Eliminated Week 6,3,20.0,4,40,0.5,50.0
Mischa Barton,Artem Chigvintsev,22,11,Eliminated Week 3,3,18.0,3,30,0.6,60.0
Kim Fields,Sasha Farber,22,8,Eliminated Week 7,3,22.0,3,30,0.7333,73.33
Jodie Sweetin,Keo Motsepe,22,6,Eliminated Week 8,3,23.0,3,30,0.7667,76.67
Doug Flutie,Karina Smirnoff,22,9,Eliminated Week 6,3,20.0,3,30,0.6667,66.67
Von Miller,Witney Carson,22,7,Eliminated Week 7,3,20.0,3,30,0.6667,66.67
Antonio Brown,Sharna Burgess,22,5,Eliminated Week 9,3,20.0,3,30,0.6667,66.67
Paige VanZant,Mark Ballas,22,2,2nd Place,3,23.0,3,30,0.7667,76.67
Nyle DiMarco,Peta Murgatroyd,22,1,1st Place,3,25.0,3,30,0.8333,83.33
Ginger Zee,Valentin Chmerkovskiy,22,3,3rd Place,3,21.0,3,30,0.7,70.0
Wanya Morris,Lindsay Arnold,22,4,Eliminated Week 9,3,24.0,3,30,0.8,80.0
Marla Maples,Tony Dovolani,22,10,Eliminated Week 4,3,21.0,3,30,0.7,70.0
Maureen McCormick,Artem Chigvintsev,23,8,Eliminated Week 7,3,28.0,4,40,0.7,70.0
Marilu Henner,Derek Hough,23,6,Eliminated Week 9,3,28.0,4,40,0.7,70.0
Ryan Lochte,Cheryl Burke,23,7,Eliminated Week 8,3,25.0,4,40,0.625,62.5
Calvin Johnson Jr.,Lindsay Arnold,23,3,3rd Place,3,32.0,4,40,0.8,80.0
Laurie Hernandez,Valentin Chmerkovskiy,23,1,1st Place,3,31.0,4,40,0.775,77.5
Amber Rose,Maksim Chmerkoskiy,23,9,Eliminated Week 6,3,25.0,4,40,0.625,62.5
Rick Perry,Emma Slater,23,12,Eliminated Week 3,3,23.0,4,40,0.575,57.5
James Hinchcliffe,Sharna Burgess,23,2,2nd Place,3,29.0,4,40,0.725,72.5
Babyface,Allison Holker,23,11,Eliminated Week 4,3,25.0,4,40,0.625,62.5
Vanilla Ice,Witney Carson,23,10,Eliminated Week 4,3,23.0,4,40,0.575,57.5
Jana Kramer,Gleb Savchenko,23,4,Eliminated Week 11,3,26.0,4,40,0.65,65.0
Terra Jole,Sasha Farber,23,5,Eliminated Week 10,3,30.0,4,40,0.75,75.0
Charo,Keo Motsepe,24,11,Eliminated Week 3,3,24.0,4,40,0.6,60.0
Mr. T,Kym Herjavec,24,10,Eliminated Week 4,3,24.0,4,40,0.6,60.0
Heather Morris,Maksim Chmerkoskiy,24,8,Eliminated Week 6,3,33.0,4,40,0.825,82.5
Nancy Kerrigan,Artem Chigvintsev,24,7,Eliminated Week 7,3,33.0,4,40,0.825,82.5
Bonner Bolton,Sharna Burgess,24,5,Eliminated Week 8,3,24.0,4,40,0.6,60.0
Simone Biles,Sasha Farber,24,4,Eliminated Week 9,3,32.0,4,40,0.8,80.0
David Ross,Lindsay Arnold,24,2,2nd Place,3,31.0,4,40,0.775,77.5
Rashad Jennings,Emma Slater,24,1,1st Place,3,28.0,4,40,0.7,70.0
Erika Jayne,Gleb Savchenko,24,9,Eliminated Week 5,3,26.0,4,40,0.65,65.0
Normani,Valentin Chmerkovskiy,24,3,3rd Place,3,34.0,4,40,0.85,85.0
Nick Viall,Peta Murgatroyd,24,6,Eliminated Week 7,3,26.0,4,40,0.65,65.0
Sasha Pieterse,Gleb Savchenko,25,10,Eliminated Week 5,3,19.0,3,30,0.6333,63.33
Frankie Muniz,Witney Carson,25,3,3rd Place,3,21.0,3,30,0.7,70.0
Jordan Fisher,Lindsay Arnold,25,1,1st Place,3,25.0,3,30,0.8333,83.33
Derek Fisher,Sharna Burgess,25,11,Eliminated Week 4,3,21.0,3,30,0.7,70.0
Nikki Bella,Artem Chigvintsev,25,8,Eliminated Week 7,3,21.0,3,30,0.7,70.0
Terrell Owens,Cheryl Burke,25,6,Eliminated Week 8,3,21.0,3,30,0.7,70.0
Victoria Arlen,Valentin Chmerkovskiy,25,5,Eliminated Week 9,3,22.0,3,30,0.7333,73.33
Lindsey Stirling,Mark Ballas,25,2,2nd Place,3,27.0,3,30,0.9,90.0
Nick Lachey,Peta Murgatroyd,25,9,Eliminated Week 6,3,21.0,3,30,0.7,70.0
Drew Scott,Emma Slater,25,4,Eliminated Week 10,3,23.0,3,30,0.7667,76.67
Vanessa Lachey,Maksim Chmerkoskiy,25,7,Eliminated Week 7,3,23.0,3,30,0.7667,76.67
Jennie Finch Daigle,Keo Motsepe,26,6,Eliminated Week 3,3,29.0,4,40,0.725,72.5
Chris Mazdzer,Witney Carson,26,5,Eliminated Week 3,3,33.0,4,40,0.825,82.5
Mirai Nagasu,Alan Bersten,26,4,Eliminated Week 3,3,35.0,4,40,0.875,87.5
Tonya Harding,Sasha Farber,26,3,3rd Place,3,35.0,4,40,0.875,87.5
Josh Norman,Sharna Burgess,26,2,2nd Place,3,38.0,4,40,0.95,95.0
Adam Rippon,Jenna Johnson,26,1,1st Place,3,41.0,4,40,1.025,102.5
Juan Pablo Di Pace,Cheryl Burke,27,5,Eliminated Week 8,3,30.0,3,30,1.0,100.0
Evanna Lynch,Keo Motsepe,27,3,3rd Place,3,27.0,3,30,0.9,90.0
Nancy McKeon,Valentin Chmerkovskiy,27,11,Eliminated Week 3,3,22.0,3,30,0.7333,73.33
John Schneider,Emma Slater,27,8,Eliminated Week 7,3,21.0,3,30,0.7,70.0
Milo Manheim,Witney Carson,27,2,2nd Place,3,27.0,3,30,0.9,90.0
Mary Lou Retton,Sasha Farber,27,9,Eliminated Week 6,3,24.0,3,30,0.8,80.0
DeMarcus Ware,Lindsay Arnold,27,7,Eliminated Week 7,3,26.0,3,30,0.8667,86.67
Bobby Bones,Sharna Burgess,27,1,1st Place,3,23.0,3,30,0.7667,76.67
Tinashe,Brandon Armstrong,27,10,Eliminated Week 4,3,27.0,3,30,0.9,90.0
Alexis Ren,Alan Bersten,27,4,4th Place,3,26.0,3,30,0.8667,86.67
Joe Amabile,Jenna Johnson,27,6,Eliminated Week 8,3,18.0,3,30,0.6,60.0
Kate Flannery,Pasha Pashkov,28,7,Eliminated Week 8,3,24.0,3,30,0.8,80.0
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,3,23.0,3,30,0.7667,76.67
Kel Mitchell,Witney Carson,28,2,2nd Place,3,20.0,3,30,0.6667,66.67
Lamar Odom,Peta Murgatroyd,28,10,Eliminated Week 4,3,12.0,3,30,0.4,40.0
Sailor Brinkley-Cook,Valentin Chmerkovskiy,28,9,Eliminated Week 6,3,23.0,3,30,0.7667,76.67
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,3,15.0,3,30,0.5,50.0
Lauren Alaina,Gleb Savchenko,28,4,4th Place,3,20.0,3,30,0.6667,66.67
Ally Brooke,Sasha Farber,28,3,3rd Place,3,24.0,3,30,0.8,80.0
Karamo Brown,Jenna Johnson,28,8,Eliminated Week 7,3,16.0,3,30,0.5333,53.33
Hannah Brown,Alan Bersten,28,1,1st Place,3,21.0,3,30,0.7,70.0
Anne Heche,Keo Motsepe,29,13,Eliminated Week 4,3,15.0,3,30,0.5,50.0
Jesse Metcalfe,Sharna Burgess,29,12,Eliminated Week 5,3,20.0,3,30,0.6667,66.67
Chrishell Stause,Gleb Savchenko,29,8,Eliminated Week 8,3,22.0,3,30,0.7333,73.33
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,3,18.0,3,30,0.6,60.0
Justina Machado,Sasha Farber,29,4,4th Place,3,19.0,3,30,0.6333,63.33
Veron Davis,Peta Murgatroyd,29,11,Eliminated Week 6,3,22.0,3,30,0.7333,73.33
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,3,24.0,3,30,0.8,80.0
Nev Schulman,Jenna Johnson,29,2,2nd Place,3,24.0,3,30,0.8,80.0
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,3,21.0,3,30,0.7,70.0
Nelly,Daniella Karagach,29,3,3rd Place,3,18.0,3,30,0.6,60.0
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,3,23.0,3,30,0.7667,76.67
Carole Baskin,Pasha Pashkov,29,14,Eliminated Week 3,3,12.0,3,30,0.4,40.0
Monica Aldama,Valentin Chmerkovskiy,29,10,Eliminated Week 7,3,21.0,3,30,0.7,70.0
Jeannie Mai,Brandon Armstrong,29,9,Withdrew,3,22.0,3,30,0.7333,73.33
Brian Austin Green,Sharna Burgess,30,13,Eliminated Week 4,3,19.0,3,30,0.6333,63.33
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,3,23.0,3,30,0.7667,76.67
Matt James,Lindsay Arnold,30,12,Eliminated Week 4,3,20.0,3,30,0.6667,66.67
"Mike ""The Miz"" Mizanin",Witney Carson,30,9,Eliminated Week 7,3,22.0,3,30,0.7333,73.33
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,3,21.0,3,30,0.7,70.0
Iman Shumpert,Daniella Karagach,30,1,1st Place,3,19.0,3,30,0.6333,63.33
Cody Rigsby,Cheryl Burke,30,3,3rd Place,3,18.0,3,30,0.6,60.0
Melanie C,Gleb Savchenko,30,11,Eliminated Week 5,3,22.0,3,30,0.7333,73.33
Jimmie Allen,Emma Slater,30,7,Eliminated Week 8,3,20.0,3,30,0.6667,66.67
Olivia Jade,Valentin Chmerkovskiy,30,8,Eliminated Week 8,3,24.0,3,30,0.8,80.0
JoJo Siwa,Jenna Johnson,30,2,2nd Place,3,24.0,3,30,0.8,80.0
Christine Chiu,Pasha Pashkov,30,14,Eliminated Week 3,3,21.0,3,30,0.7,70.0
Kenya Moore,Brandon Armstrong,30,10,Eliminated Week 6,3,21.0,3,30,0.7,70.0
Amanda Kloots,Alan Bersten,30,4,4th Place,3,24.0,3,30,0.8,80.0
Cheryl Ladd,Louis van Amstel,31,14,Eliminated Week 3,3,24.0,4,40,0.6,60.0
Selma Blair,Sasha Farber,31,12,Withdrew,3,28.0,4,40,0.7,70.0
Joseph Baena,Daniella Karagach,31,11,Eliminated Week 5,3,29.0,4,40,0.725,72.5
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,3,27.0,4,40,0.675,67.5
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,3,31.0,4,40,0.775,77.5
Wayne Brady,Witney Carson,31,3,3rd Place,3,33.0,4,40,0.825,82.5
Sam Champion,Cheryl Burke,31,13,Eliminated Week 4,3,25.0,4,40,0.625,62.5
Jessie James Decker,Alan Bersten,31,10,Eliminated Week 6,3,26.0,4,40,0.65,65.0
Jordin Sparks,Brandon Armstrong,31,9,Eliminated Week 7,3,29.0,4,40,0.725,72.5
Heidi D'Amelio,Artem Chigvintsev,31,8,Eliminated Week 8,3,32.0,4,40,0.8,80.0
Charli D'Amelio,Mark Ballas,31,1,1st Place,3,33.0,4,40,0.825,82.5
Vinny Guadagnino,Koko Iwasaki,31,7,Eliminated Week 8,3,23.0,4,40,0.575,57.5
Shangela,Gleb Savchenko,31,4,4th Place,3,30.0,4,40,0.75,75.0
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,3,33.0,4,40,0.825,82.5
Mira Sorvino,Gleb Savchenko,32,10,Eliminated Week 5,3,26.0,4,40,0.65,65.0
Barry Williams,Peta Murgatroyd,32,7,Eliminated Week 8,3,25.0,4,40,0.625,62.5
Alyson Hannigan,Sasha Farber,32,5,5th Place,3,24.0,4,40,0.6,60.0
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,3,32.0,4,40,0.8,80.0
Adrian Peterson,Britt Stewart,32,11,Eliminated Week 4,3,22.0,4,40,0.55,55.0
Tyson Beckford,Jenna Johnson,32,12,Eliminated Week 3,3,20.0,4,40,0.5,50.0
Jason Mraz,Daniella Karagach,32,2,2nd Place,3,34.0,4,40,0.85,85.0
Lele Pons,Brandon Armstrong,32,8,Eliminated Week 7,3,27.0,4,40,0.675,67.5
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,3,24.0,4,40,0.6,60.0
Mauricio Umansky,Emma Slater,32,9,Eliminated Week 6,3,23.0,4,40,0.575,57.5
Charity Lawson,Artem Chigvintsev,32,4,4th Place,3,32.0,4,40,0.8,80.0
Ariana Madix,Pasha Pashkov,32,3,3rd Place,3,34.0,4,40,0.85,85.0
Eric Roberts,Britt Stewart,33,10,Eliminated Week 3,3,23.0,4,40,0.575,57.5
Reginald VelJohnson,Emma Slater,33,10,Eliminated Week 3,3,21.0,4,40,0.525,52.5
Chandler Kinney,Brandon Armstrong,33,3,3rd Place,3,34.5,4,40,0.8625,86.25
Dwight Howard ,Daniella Karagach,33,6,Eliminated Week 7,3,26.0,4,40,0.65,65.0
Danny Amendola,Witney Carson,33,5,5th Place,3,30.0,4,40,0.75,75.0
Stephen Nedoroscik,Rylee Arnold,33,4,4th Place,3,31.0,4,40,0.775,77.5
Ilona Maher,Alan Bersten,33,2,2nd Place,3,28.0,4,40,0.7,70.0
Brooks Nader,Gleb Savchenko,33,9,Eliminated Week 4,3,30.5,4,40,0.7625,76.25
Phaedra Parks,Val Chmerkovskiy,33,8,Eliminated Week 5,3,28.0,4,40,0.7,70.0
Jenn Tran,Sasha Farber,33,7,Eliminated Week 6,3,31.0,4,40,0.775,77.5
Joey Graziadei,Jenna Johnson,33,1,1st Place,3,35.0,4,40,0.875,87.5
Danielle Fishel,Pasha Pashkov,34,8,Eliminated Week 8,3,21.0,3,30,0.7,70.0
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,5th Place,3,21.0,3,30,0.7,70.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,3rd Place,3,24.0,3,30,0.8,80.0
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,Eliminated Week 9,3,18.0,3,30,0.6,60.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,1st Place,3,22.0,3,30,0.7333,73.33
Hilaria Baldwin,Gleb Savchenko,34,11,Eliminated Week 4,3,22.0,3,30,0.7333,73.33
Lauren Jauregui,Brandon Armstrong,34,12,Eliminated Week 3,3,18.0,3,30,0.6,60.0
Scott Hoying,Rylee Arnold,34,10,Eliminated Week 6,3,22.0,3,30,0.7333,73.33
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,2nd Place,3,23.0,3,30,0.7667,76.67
Jen Affleck,Jan Ravnik,34,9,Eliminated Week 7,3,19.0,3,30,0.6333,63.33
Whitney Leavitt,Mark Ballas,34,6,Eliminated Week 10,3,24.0,3,30,0.8,80.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,4th Place,3,23.0,3,30,0.7667,76.67
John O'Hurley,Charlotte Jorgensen,1,2,2nd Place,4,21.0,3,30,0.7,70.0
Kelly Monaco,Alec Mazo,1,1,1st Place,4,26.0,3,30,0.8667,86.67
Rachel Hunter,Jonathan Roberts,1,4,Eliminated Week 4,4,25.0,3,30,0.8333,83.33
Joey McIntyre,Ashly DelGrosso,1,3,3rd Place,4,20.0,3,30,0.6667,66.67
Tia Carrere,Maksim Chmerkoskiy,2,6,Eliminated Week 5,4,25.0,3,30,0.8333,83.33
George Hamilton,Edyta Sliwinska,2,5,Eliminated Week 6,4,21.0,3,30,0.7,70.0
Lisa Rinna,Louis van Amstel,2,4,Eliminated Week 7,4,26.0,3,30,0.8667,86.67
Stacy Keibler,Tony Dovolani,2,3,3rd Place,4,26.0,3,30,0.8667,86.67
Jerry Rice,Anna Trebunskaya,2,2,2nd Place,4,24.0,3,30,0.8,80.0
Master P,Ashly DelGrosso,2,7,Eliminated Week 4,4,8.0,3,30,0.2667,26.67
Drew Lachey,Cheryl Burke,2,1,1st Place,4,28.0,3,30,0.9333,93.33
Vivica A. Fox,Nick Kosovich,3,8,Eliminated Week 4,4,24.0,3,30,0.8,80.0
Monique Coleman,Louis van Amstel,3,4,Eliminated Week 8,4,24.0,3,30,0.8,80.0
Joey Lawrence,Edyta Sliwinska,3,3,3rd Place,4,27.0,3,30,0.9,90.0
Mario Lopez,Karina Smirnoff,3,2,2nd Place,4,29.0,3,30,0.9667,96.67
Emmitt Smith,Cheryl Burke,3,1,1st Place,4,24.0,3,30,0.8,80.0
Willa Ford,Maksim Chmerkoskiy,3,7,Eliminated Week 5,4,28.0,3,30,0.9333,93.33
Sara Evans,Tony Dovolani,3,6,Withdrew,4,20.0,3,30,0.6667,66.67
Jerry Springer,Kym Johnson,3,5,Eliminated Week 7,4,22.0,3,30,0.7333,73.33
John Ratzenberger,Edyta Sliwinska,4,6,Eliminated Week 7,4,16.0,3,30,0.5333,53.33
Ian Ziering,Cheryl Burke,4,4,Eliminated Week 9,4,24.0,3,30,0.8,80.0
Clyde Drexler,Elena Grinenko,4,8,Eliminated Week 5,4,15.0,3,30,0.5,50.0
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,4,21.0,3,30,0.7,70.0
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,4,26.0,3,30,0.8667,86.67
Heather Mills,Jonathan Roberts,4,7,Eliminated Week 6,4,23.0,3,30,0.7667,76.67
Billy Ray Cyrus,Karina Smirnoff,4,5,Eliminated Week 8,4,21.0,3,30,0.7,70.0
Joey Fatone,Kym Johnson,4,2,2nd Place,4,28.0,3,30,0.9333,93.33
Leeza Gibbons,Tony Dovolani,4,9,Eliminated Week 4,4,16.0,3,30,0.5333,53.33
Cameron Mathison,Edyta Sliwinska,5,5,Eliminated Week 8,4,27.0,3,30,0.9,90.0
Jane Seymour,Tony Dovolani,5,6,Eliminated Week 7,4,26.0,3,30,0.8667,86.67
Sabrina Bryan,Mark Ballas,5,7,Eliminated Week 6,4,30.0,3,30,1.0,100.0
Jennie Garth,Derek Hough,5,4,Eliminated Week 9,4,27.0,3,30,0.9,90.0
Floyd Mayweather Jr. ,Karina Smirnoff,5,9,Eliminated Week 4,4,23.0,3,30,0.7667,76.67
Helio Castroneves,Julianne Hough,5,1,1st Place,4,27.0,3,30,0.9,90.0
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,4,26.0,3,30,0.8667,86.67
Marie Osmond,Jonathan Roberts,5,3,3rd Place,4,26.0,3,30,0.8667,86.67
Mark Cuban,Kym Johnson,5,8,Eliminated Week 5,4,22.0,3,30,0.7333,73.33
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,4,26.0,3,30,0.8667,86.67
Priscilla Presley,Louis van Amstel,6,8,Eliminated Week 5,4,22.0,3,30,0.7333,73.33
Marlee Matlin,Fabian Sanchez,6,7,Eliminated Week 6,4,24.0,3,30,0.8,80.0
Shannon Elizabeth,Derek Hough,6,6,Eliminated Week 7,4,28.0,3,30,0.9333,93.33
Marissa Jaret Winokur,Tony Dovolani,6,4,Eliminated Week 9,4,24.0,3,30,0.8,80.0
Jason Taylor,Edyta Sliwinska,6,2,2nd Place,4,29.0,3,30,0.9667,96.67
Kristi Yamaguchi,Mark Ballas,6,1,1st Place,4,29.0,3,30,0.9667,96.67
Adam Carolla,Julianne Hough,6,9,Eliminated Week 4,4,19.0,3,30,0.6333,63.33
Mario,Karina Smirnoff,6,5,Eliminated Week 8,4,24.0,3,30,0.8,80.0
Cloris Leachman,Corky Ballas,7,7,Eliminated Week 6,4,22.0,3,30,0.7333,73.33
Susan Lucci,Tony Dovolani,7,6,Eliminated Week 7,4,24.0,3,30,0.8,80.0
Cody Linley,Julianne Hough,7,4,Eliminated Week 9,4,23.0,3,30,0.7667,76.67
Maurice Greene,Cheryl Burke,7,5,Eliminated Week 8,4,20.0,3,30,0.6667,66.67
Warren Sapp,Kym Johnson,7,2,2nd Place,4,22.0,3,30,0.7333,73.33
Toni Braxton,Alec Mazo,7,8,Eliminated Week 5,4,22.0,3,30,0.7333,73.33
Lance Bass,Lacey Schwimmer,7,3,3rd Place,4,26.0,3,30,0.8667,86.67
Rocco DiSpirito,Karina Smirnoff,7,9,Eliminated Week 4,4,18.0,3,30,0.6,60.0
Brooke Burke,Derek Hough,7,1,1st Place,4,26.0,3,30,0.8667,86.67
Gilles Marini,Cheryl Burke,8,2,2nd Place,4,30.0,3,30,1.0,100.0
David Alan Grier,Kym Johnson,8,9,Eliminated Week 5,4,22.0,3,30,0.7333,73.33
Lawrence Taylor,Edyta Sliwinska,8,7,Eliminated Week 7,4,19.0,3,30,0.6333,63.33
Ty Murray,Chelsie Hightower,8,4,Eliminated Week 10,4,25.0,3,30,0.8333,83.33
Shawn Johnson,Mark Ballas,8,1,1st Place,4,25.0,3,30,0.8333,83.33
Steve Wozniak,Karina Smirnoff,8,10,Eliminated Week 4,4,12.0,3,30,0.4,40.0
Chuck Wicks,Julianne Hough,8,6,Eliminated Week 8,4,22.0,3,30,0.7333,73.33
Lil' Kim,Derek Hough,8,5,Eliminated Week 9,4,27.0,3,30,0.9,90.0
Steve-O,Lacey Schwimmer,8,8,Eliminated Week 6,4,15.0,3,30,0.5,50.0
Holly Madison,Dmitry Chaplin,8,11,Eliminated Week 4,4,16.0,3,30,0.5333,53.33
Melissa Rycroft,Tony Dovolani,8,3,3rd Place,4,29.0,3,30,0.9667,96.67
Melissa Joan Hart,Mark Ballas,9,9,Eliminated Week 6,4,28.0,3,30,0.9333,93.33
Mark Dacascos,Lacey Schwimmer,9,6,Eliminated Week 7,4,22.0,3,30,0.7333,73.33
Chuck Liddell,Anna Trebunskaya,9,11,Eliminated Week 4,4,17.0,3,30,0.5667,56.67
Natalie Coughlin,Alec Mazo,9,10,Eliminated Week 5,4,24.0,3,30,0.8,80.0
Louie Vito,Chelsie Hightower,9,8,Eliminated Week 6,4,16.0,3,30,0.5333,53.33
Michael Irvin,Anna Demidova,9,7,Eliminated Week 7,4,16.0,3,30,0.5333,53.33
Joanna Krupa,Derek Hough,9,4,Eliminated Week 9,4,26.0,3,30,0.8667,86.67
Aaron Carter,Karina Smirnoff,9,5,Eliminated Week 8,4,18.0,3,30,0.6,60.0
Mya,Dmitry Chaplin,9,2,2nd Place,4,28.0,3,30,0.9333,93.33
Donny Osmond,Kym Johnson,9,1,1st Place,4,24.0,3,30,0.8,80.0
Kelly Osbourne,Louis van Amstel,9,3,3rd Place,4,23.0,3,30,0.7667,76.67
Aiden Turner,Edyta Sliwinska,10,9,Eliminated Week 4,4,16.5,3,30,0.55,55.0
Niecy Nash,Louis van Amstel,10,5,Eliminated Week 8,4,18.0,3,30,0.6,60.0
Chad Ochocinco,Cheryl Burke,10,4,Eliminated Week 9,4,22.0,3,30,0.7333,73.33
Evan Lysacek,Anna Trebunskaya,10,2,2nd Place,4,26.0,3,30,0.8667,86.67
Pamela Anderson,Damian Whitewood,10,6,Eliminated Week 7,4,23.5,3,30,0.7833,78.33
Nicole Scherzinger,Derek Hough,10,1,1st Place,4,25.0,3,30,0.8333,83.33
Erin Andrews,Maksim Chmerkoskiy,10,3,3rd Place,4,19.5,3,30,0.65,65.0
Kate Gosselin,Tony Dovolani,10,8,Eliminated Week 5,4,16.0,3,30,0.5333,53.33
Jake Pavelka,Chelsie Hightower,10,7,Eliminated Week 6,4,19.0,3,30,0.6333,63.33
Florence Henderson,Corky Ballas,11,8,Eliminated Week 5,4,17.5,3,30,0.5833,58.33
Kyle Massey,Lacey Schwimmer,11,2,2nd Place,4,20.0,3,30,0.6667,66.67
Jennifer Grey,Derek Hough,11,1,1st Place,4,28.0,3,30,0.9333,93.33
Rick Fox,Cheryl Burke,11,6,Eliminated Week 7,4,19.5,3,30,0.65,65.0
Kurt Warner,Anna Trebunskaya,11,5,Eliminated Week 8,4,17.0,3,30,0.5667,56.67
Brandy,Maksim Chmerkoskiy,11,4,Eliminated Week 9,4,24.0,3,30,0.8,80.0
The Situation,Karina Smirnoff,11,9,Eliminated Week 4,4,14.0,3,30,0.4667,46.67
Audrina Patridge,Tony Dovolani,11,7,Eliminated Week 6,4,23.0,3,30,0.7667,76.67
